source,sheet_outcome,queue_id,project_name,pto,study_area,poi,county,state,tech_1,mw_1,tech_2,mw_2,tech_3,mw_3,mw_poi,date_received,date_queue,date_cod_requested,date_cod_current_or_actual,status_raw,study_process,date_withdrawn,withdraw_reason
public_queue,active,2017,ARIELLA SOLAR,PGAE,Kern,Olive 115 kV,TULARE,CA,solar,163.268,storage,163.268,,,160.0,2021-04-14,2021-04-15 07:00:00,2023-12-31 08:00:00,2030-12-17 08:00:00,ACTIVE,C14,,
public_queue,active,2018,HIDDEN KNOLLS BESS,PGAE,Kern,Arco-Carneras 70 kV Line,KERN,CA,storage,30.8,,,,,30.0,2021-04-14,2021-04-15 07:00:00,2024-06-01 07:00:00,2028-10-18 07:00:00,ACTIVE,C14,,
public_queue,active,2022,SOCORRO PEAK SOLAR,DCRT,Eastern,Cielo Azul Substation 500 kV,LA PAZ,AZ,solar,379.7505,storage,376.0403,,,350.0,2021-04-09,2021-04-15 07:00:00,2025-10-01 07:00:00,2029-03-26 07:00:00,ACTIVE,C14,,
public_queue,active,2023,JOVE SOLAR,DCRT,Eastern,Cielo Azul Substation 500 kV,LA PAZ,AZ,solar,2042.4,storage,2090.2,,,2000.0,2021-04-05,2021-04-15 07:00:00,2024-12-31 08:00:00,2030-01-26 08:00:00,ACTIVE,C14,,
public_queue,active,2025,RANEGRAS PVS,DCRT,Eastern,Colorado River-Delaney 500 kV line,LA PAZ,AZ,storage,718.81,solar,718.81,,,700.0,2021-04-07,2021-04-15 07:00:00,2025-06-01 07:00:00,2029-07-26 07:00:00,ACTIVE,C14,,
public_queue,active,2027,HARQUAHALA FLATS 2,DCRT,Eastern,Delaney Substation 500 kV,MARICOPA,AZ,storage,410.76,solar,410.76,,,400.0,2021-04-09,2021-04-15 07:00:00,2025-11-30 08:00:00,2028-04-15 07:00:00,ACTIVE,C14,,
public_queue,active,2029,HARQUAHALA SUNRISE 2,DCRT,Eastern,Delaney Substation 500 kV,MARICOPA,AZ,solar,169.2,storage,160.98,,,150.0,2021-04-15,2021-04-15 07:00:00,2024-11-01 07:00:00,2026-09-01 07:00:00,ACTIVE,C14,,
public_queue,active,2032,TROLLEY,SCE,Eastern,Etiwanda Substation 230 kV,SAN BERNARDINO,CA,storage,405.663412,,,,,400.0,2021-04-01,2021-04-15 07:00:00,2024-06-30 07:00:00,2031-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2033,CARMINE,SCE,Eastern,Colorado River Substation 230 kV,RIVERSIDE,CA,storage,291.891,,,,,285.0,2021-04-01,2021-04-15 07:00:00,2024-11-01 07:00:00,2031-05-01 07:00:00,ACTIVE,C14,,
public_queue,active,2036,REDONDA,SCE,Eastern,Red Bluff Substation 220 kV,RIVERSIDE,CA,solar,273.0212,storage,268.7138,,,250.0,2021-04-05,2021-04-15 07:00:00,2024-12-01 08:00:00,2031-01-01 08:00:00,ACTIVE,C14,,
public_queue,active,2039,SANDRIFT STORAGE 1,SCE,Eastern,Red Bluff Substation 230 kV,RIVERSIDE,CA,storage,254.77,,,,,250.0,2021-04-07,2021-04-15 07:00:00,2023-12-31 08:00:00,2030-12-26 08:00:00,ACTIVE,C14,,
public_queue,active,2041,SANDRIFT STORAGE 2,SCE,Eastern,Red Bluff Substation 230 kV,RIVERSIDE,CA,storage,254.77,,,,,250.0,2021-04-07,2021-04-15 07:00:00,2023-12-31 08:00:00,2031-03-01 08:00:00,ACTIVE,C14,,
public_queue,active,2042,EASLEY,SCE,Eastern,Red Bluff Substation 500 kV,RIVERSIDE,CA,storage,650.0,solar,290.0,,,650.0,2021-04-08,2021-04-15 07:00:00,2024-12-31 08:00:00,2028-03-06 08:00:00,ACTIVE,C14,,
public_queue,active,2045,INVICTUS,SCE,Eastern,Colorado River 230 kV,RIVERSIDE,CA,storage,430.192,solar,430.192,,,300.0,2021-04-10,2021-04-15 07:00:00,2025-12-15 08:00:00,2029-11-26 08:00:00,ACTIVE,C14,,
public_queue,active,2048,TWIN PALMS SOLAR,SCE,Eastern,Colorado River Substation 230 kV,RIVERSIDE,CA,storage,288.144,solar,288.0,,,280.0,2021-04-08,2021-04-15 07:00:00,2025-10-30 07:00:00,2030-07-06 07:00:00,ACTIVE,C14,,
public_queue,active,2052,BOUSE SOLAR AND STORAGE PLANT,SCE,Eastern,Colorado River - Palo Verde 500kV,LA PAZ,AZ,solar,1009.9,storage,1010.88,,,1000.0,2021-04-15,2021-04-15 07:00:00,2026-02-05 08:00:00,2033-12-26 08:00:00,ACTIVE,C14,,
public_queue,active,2055,EUISMOD,SCE,Northern,WHIRLWIND Substation 230 kV,KERN,CA,solar,623.48,storage,623.48,,,600.0,2021-04-01,2021-04-15 07:00:00,2024-06-30 07:00:00,2028-06-01 07:00:00,ACTIVE,C14,,
public_queue,active,2059,J90 ENERGY STORAGE,SCE,Northern,Antelope Substation 230 kV,LOS ANGELES,CA,storage,261.0,,,,,250.0,2021-04-02,2021-04-15 07:00:00,2025-06-01 07:00:00,2033-06-01 07:00:00,ACTIVE,C14,,
public_queue,active,2060,SAGEBRUSH ENERGY STORAGE,SCE,Northern,Vincent Substation 230 kV,KERN,CA,storage,528.0,,,,,500.0,2021-04-05,2021-04-15 07:00:00,2025-07-01 07:00:00,2033-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2061,JUNIPER STORAGE,SCE,Northern,Vincent - Pearblossom 230 kV line,LOS ANGELES,CA,solar,153.5,storage,153.5,,,150.0,2021-04-05,2021-04-15 07:00:00,2024-06-30 07:00:00,2033-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2062,DORIAN STORAGE,SCE,Northern,Antelope Substation 230 kV,LOS ANGELES,CA,storage,213.5926,,,,,200.0,2021-04-06,2021-04-15 07:00:00,2025-10-01 07:00:00,2034-08-26 07:00:00,ACTIVE,C14,,
public_queue,active,2064,ELION ENERGY STORAGE,SCE,Northern,Antelope ValleySubstation 230 kV,LOS ANGELES,CA,storage,302.4,,,,,300.0,2021-04-06,2021-04-15 07:00:00,2024-08-01 07:00:00,2034-05-26 07:00:00,ACTIVE,C14,,
public_queue,active,2066,DRIFTER ENERGY STORAGE,SCE,Northern,Moorpark Substation 230 kV,VENTURA,CA,storage,504.8,,,,,500.0,2021-04-06,2021-04-15 07:00:00,2024-08-01 07:00:00,2033-03-26 07:00:00,ACTIVE,C14,,
public_queue,active,2068,BOBOR STORAGE,SCE,Northern,Rector Substation 230 kV,TULARE,CA,storage,152.1,,,,,150.0,2021-04-07,2021-04-15 07:00:00,2025-12-15 08:00:00,2030-12-26 08:00:00,ACTIVE,C14,,
public_queue,active,2078,SOLEIL CANTIL,SCE,Northern,Windhub Substation 500kV,KERN,CA,solar,372.3,storage,225.0,,,350.0,2021-04-09,2021-04-15 07:00:00,2024-06-01 07:00:00,2033-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2081,MINERAL KING SOLAR,SCE,Northern,Rector Substation 220 kV,TULARE,CA,solar,215.4124,storage,214.0983,,,200.0,2021-04-09,2021-04-15 07:00:00,2026-12-31 08:00:00,2029-09-26 07:00:00,ACTIVE,C14,,
public_queue,active,2082,ELECTRON,SCE,Northern,ANTELOPE Substation 220 kV,LOS ANGELES,CA,storage,300.0,,,,,300.0,2021-04-12,2021-04-15 07:00:00,2024-06-01 07:00:00,2033-01-26 08:00:00,ACTIVE,C14,,
public_queue,active,2085,SOLSKEN,SCE,Northern,Springville Substation 230 kV,TULARE,CA,storage,345.0,solar,464.42,,,460.0,2021-04-09,2021-04-15 07:00:00,2024-04-15 07:00:00,2033-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2089,GREASEWOOD ENERGY STORAGE,SCE,Northern,Whirlwind Substation 500 kV,KERN,CA,storage,513.2,,,,,500.0,2021-04-14,2021-04-15 07:00:00,2025-06-01 07:00:00,2033-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2092,ROSA STORAGE,SCE,Northern,Moorpark Substation 230 kV,VENTURA,CA,storage,511.725,,,,,500.0,2021-04-14,2021-04-15 07:00:00,2025-06-01 07:00:00,2034-06-27 07:00:00,ACTIVE,C14,,
public_queue,active,2096,HIDALGO ENERGY STORAGE,SCE,NOL,Kramer-Lugo #1 220 kV,SAN BERNARDINO,CA,storage,408.12,,,,,400.0,2021-04-02,2021-04-15 07:00:00,2024-06-01 07:00:00,2033-09-26 07:00:00,ACTIVE,C14,,
public_queue,active,2097,SIENNA SOLAR 2,SCE,NOL,Calcite Substation 230 kV,SAN BERNARDINO,CA,solar,56.0,storage,56.0,,,55.0,2021-04-02,2021-04-15 07:00:00,2025-12-01 08:00:00,2029-03-26 07:00:00,ACTIVE,C14,,
public_queue,active,2101,WESTON STORAGE,SCE,NOL,Kramer Substation 230 kV,SAN BERNARDINO,CA,storage,213.5957,,,,,200.0,2021-04-08,2021-04-15 07:00:00,2025-10-01 07:00:00,2031-03-26 07:00:00,ACTIVE,C14,,
public_queue,active,2103,CADY SOLAR,SCE,NOL,Pisgah Substation 230 kV,SAN BERNARDINO,CA,solar,312.96,storage,312.96,,,300.0,2021-04-09,2021-04-15 07:00:00,2025-11-30 08:00:00,2031-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2104,DOS PALMAS,SCE,NOL,Victor Substation 230 kV,SAN BERNARDINO,CA,storage,410.76,,,,,400.0,2021-04-09,2021-04-15 07:00:00,2025-11-30 08:00:00,2031-04-26 07:00:00,ACTIVE,C14,,
public_queue,active,2105,CONDUIT ENERGY STORAGE,SCE,NOL,Lugo Substation 500 kV,SAN BERNARDINO,CA,storage,512.58,,,,,500.0,2021-04-14,2021-04-15 07:00:00,,2031-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2111,FLEETWOOD,SCE,Metro,Litehipe Substation 230 kV,LOS ANGELES,CA,storage,405.514808,,,,,400.0,2021-04-01,2021-04-15 07:00:00,2024-06-30 07:00:00,2032-04-28 07:00:00,ACTIVE,C14,,
public_queue,active,2113,GABRIEL STORAGE,SCE,Metro,Rio Hondo Substation 230 kV,LOS ANGELES,CA,storage,405.750886,,,,,400.0,2021-04-01,2021-04-15 07:00:00,2024-06-30 07:00:00,2033-05-15 07:00:00,ACTIVE,C14,,
public_queue,active,2114,DIRAC,SCE,Metro,Chino Substation 230 kV,SAN BERNARDINO,CA,storage,403.4,,,,,400.0,2021-04-01,2021-04-15 07:00:00,2024-06-30 07:00:00,2031-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2115,SIMON,SCE,Metro,La Cienega Substation 230 kV,LOS ANGELES,CA,storage,405.750886,,,,,400.0,2021-04-01,2021-04-15 07:00:00,2024-06-30 07:00:00,2032-04-26 07:00:00,ACTIVE,C14,,
public_queue,active,2116,MARICI,SCE,Metro,Walnut Substation 230 kV,LOS ANGELES,CA,storage,405.514808,,,,,400.0,2021-04-01,2021-04-15 07:00:00,2024-06-30 07:00:00,2031-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2117,CORAL REEF,SCE,Metro,El Nido Substation 230 kV,LOS ANGELES,CA,storage,405.663412,,,,,400.0,2021-04-01,2021-04-15 07:00:00,2024-06-30 07:00:00,2032-04-26 07:00:00,ACTIVE,C14,,
public_queue,active,2121,GREENWOOD ENERGY STORAGE,SCE,Metro,Mesa Substation 500 kV,LOS ANGELES,CA,storage,252.0,,,,,250.0,2021-04-06,2021-04-15 07:00:00,2024-08-01 07:00:00,2032-05-26 07:00:00,ACTIVE,C14,,
public_queue,active,2124,TABLA ENERGY STORAGE,SCE,Metro,Rio Hondo Substation 230 kV,LOS ANGELES,CA,storage,302.4,,,,,300.0,2021-04-06,2021-04-15 07:00:00,2024-08-01 07:00:00,2032-05-26 07:00:00,ACTIVE,C14,,
public_queue,active,2125,TYRELL ENERGY STORAGE,SCE,Metro,Viejo Substation 230kV,ORANGE,CA,storage,302.4,,,,,300.0,2021-04-06,2021-04-15 07:00:00,2024-08-01 07:00:00,2032-05-26 07:00:00,ACTIVE,C14,,
public_queue,active,2129,LOS NIETOS,SCE,Metro,Johanna Substation 230 kV,ORANGE,CA,storage,102.26,,,,,100.0,2021-04-08,2021-04-15 07:00:00,2024-11-01 07:00:00,2031-04-26 07:00:00,ACTIVE,C14,,
public_queue,active,2131,MERLIN STORAGE,SCE,Metro,Hinson Substation 220 kV,LOS ANGELES,CA,storage,200.0,,,,,200.0,2021-04-09,2021-04-15 07:00:00,2023-06-01 07:00:00,2032-05-26 07:00:00,ACTIVE,C14,,
public_queue,active,2136,HAVEN STORAGE,SCE,Metro,Rio Hondo Substation 230 kV,LOS ANGELES,CA,storage,312.96,,,,,300.0,2021-04-09,2021-04-15 07:00:00,2025-11-30 08:00:00,2031-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2139,COMMERCE ENERGY STORAGE 3,SCE,Metro,Laguna Bell Substation 230 kV,L.A,CA,storage,256.29,,,,,250.0,2021-04-15,2021-04-15 07:00:00,2025-06-01 07:00:00,2031-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2140,STERLING,SCE,EOP,Mohave Substation 500 kV,CLARK,NV,storage,250.0,solar,250.0,,,250.0,2021-04-06,2021-04-15 07:00:00,2024-12-01 08:00:00,2031-05-26 07:00:00,ACTIVE,C14,,
public_queue,active,2141,DELAMAR ENERGY STORAGE 2,SCE,EOP,SCE portion of Eldorado Substation 230 kV,CLARK,NV,storage,256.29,,,,,250.0,2021-04-14,2021-04-15 07:00:00,2025-06-01 07:00:00,2027-06-26 07:00:00,ACTIVE,C14,,
public_queue,active,2142,SILVER STAR SOLAR,GLW,EOP,Lathrop Wells Substation 230 kV,NYE,NV,storage,516.7638,solar,516.7638,,,500.0,2021-03-31,2021-04-15 07:00:00,2028-03-31 07:00:00,2028-12-01 08:00:00,ACTIVE,C14,,
public_queue,active,2144,ROCK VALLEY ENERGY CENTER,GLW,EOP,Beatty Substation 230 kV,NYE,NV,storage,515.08,solar,508.56,,,500.0,2021-04-09,2021-04-15 07:00:00,2025-11-30 08:00:00,2029-03-15 07:00:00,ACTIVE,C14,,
public_queue,active,2145,DANDELION HYBRID SOLAR,GLW,EOP,Vista Substation 230 kV,NYE,NV,solar,223.33,storage,110.87,,,220.0,2021-04-14,2021-04-15 07:00:00,2024-11-30 08:00:00,2027-12-26 08:00:00,ACTIVE,C14,,
public_queue,active,2146,WATER ROCK SOLAR 2,GLW,EOP,Gamebird Substation 230 kV,NYE,NV,storage,516.7638,solar,516.7638,,,500.0,2021-03-31,2021-04-15 07:00:00,2028-03-31 07:00:00,2028-12-01 08:00:00,ACTIVE,C14,,
public_queue,active,2147,KAWICH,GLW,EOP,Innovation-Desert View 230 kV Line,CLARK,NV,solar,350.0,storage,350.0,,,350.0,2021-04-06,2021-04-15 07:00:00,2025-06-01 07:00:00,2029-07-27 07:00:00,ACTIVE,C14,,
public_queue,active,2148,MOSEY,GLW,EOP,Trout Canyon Substation 230 kV,CLARK,NV,storage,537.0067,solar,543.856,,,500.0,2021-04-06,2021-04-15 07:00:00,2025-06-01 07:00:00,2029-06-27 07:00:00,ACTIVE,C14,,
public_queue,active,2149,SUNBAKED SOLAR,GLW,EOP,Trout Canyon Substation 230 kV,INYO,CA,storage,515.08,solar,508.56,,,500.0,2021-04-09,2021-04-15 07:00:00,2025-11-30 08:00:00,2029-02-26 08:00:00,ACTIVE,C14,,
public_queue,active,2150,LARREA SOLAR,GLW,EOP,Trout Canyon Substation 230 kV,CLARK,NV,solar,307.0,storage,307.0,,,300.0,2021-04-14,2021-04-15 07:00:00,2024-09-01 07:00:00,2028-09-15 07:00:00,ACTIVE,C14,,
public_queue,active,2153,FRIGATEBIRD STORAGE,SDGE,SDGE,Silvergate Substation 230 kV,SAN DIEGO,CA,storage,213.5487,,,,,200.0,2021-03-23,2021-04-15 07:00:00,2023-06-30 07:00:00,2035-03-05 08:00:00,ACTIVE,C14,,
public_queue,active,2154,REMY,SDGE,SDGE,Hoodoo Wash Switchyard 500 kV,YUMA,AZ,storage,308.47,solar,308.0,,,300.0,2021-04-01,2021-04-15 07:00:00,2025-12-01 08:00:00,2029-06-30 07:00:00,ACTIVE,C14,,
public_queue,active,2157,GNARLY OSAGE,SDGE,SDGE,Encina Substation 138 kV,SAN DIEGO,CA,storage,304.39992,,,,,300.0,2021-04-01,2021-04-15 07:00:00,2024-06-30 07:00:00,2027-08-07 07:00:00,ACTIVE,C14,,
public_queue,active,2161,ALISA SOLAR ENERGY COMPLEX,SDGE,SDGE,Hoodoo Wash - North Gila 500 kV,YUMA,AZ,solar,208.494,storage,208.494,,,200.0,2021-04-01,2021-04-15 07:00:00,2024-06-01 07:00:00,2028-06-01 07:00:00,ACTIVE,C14,,
public_queue,active,2162,SOLAR DE MEXICALI,SDGE,SDGE,Imperial Valley Substation 230 kV,BAJA CALIFORNIA,MX,solar,286.13,storage,286.13,,,275.0,2021-03-31,2021-04-15 07:00:00,2027-12-31 08:00:00,2030-03-16 07:00:00,ACTIVE,C14,,
public_queue,active,2166,UMBRIEL,SDGE,SDGE,North Gila - Imperial Valley 500 kV Line,IMPERIAL,CA,storage,1182.38,solar,1182.38,,,1150.0,2021-04-08,2021-04-15 07:00:00,2026-12-31 08:00:00,2035-06-05 07:00:00,ACTIVE,C14,,
public_queue,active,2167,HAMMERHEAD STORAGE,SDGE,SDGE,Scripps Substation 69 kV,SAN DIEGO,CA,storage,71.3,,,,,70.0,2021-04-08,2021-04-15 07:00:00,2024-12-15 08:00:00,2030-05-05 07:00:00,ACTIVE,C14,,
public_queue,active,2173,DESERT JEWEL STORAGE,SDGE,SDGE,Boulevard East Substation 138 kV,SAN DIEGO,CA,storage,206.31,,,,,200.0,2021-04-08,2021-04-15 07:00:00,2025-10-30 07:00:00,2029-02-05 08:00:00,ACTIVE,C14,,
public_queue,active,2176,YUHA DESERT BATTERY STORAGE,SDGE,SDGE,Imperial Valley Substation 230 kV,IMPERIAL,CA,storage,633.1,,,,,600.0,2021-04-02,2021-04-15 07:00:00,2024-12-31 08:00:00,2031-11-05 08:00:00,ACTIVE,C14,,
public_queue,active,2177,BOULDER BRUSH HYBRID,SDGE,SDGE,Suncrest - Ocotillo 500 kV Line,SAN DIEGO,CA,wind,105.8,storage,313.91928,,,400.0,2021-04-13,2021-04-15 07:00:00,2025-06-01 07:00:00,2031-02-05 08:00:00,ACTIVE,C14,,
public_queue,active,2178,BELL BLUFF STORAGE,SDGE,SDGE,Suncrest Substation 230 kV,SAN DIEGO,CA,storage,312.96,,,,,300.0,2021-04-09,2021-04-15 07:00:00,2025-11-30 08:00:00,2035-03-05 08:00:00,ACTIVE,C14,,
public_queue,active,2180,CARGO STORAGE,SDGE,SDGE,Otay Mesa Switchyard 230 kV,SAN DIEGO,CA,storage,312.96,,,,,300.0,2021-04-09,2021-04-15 07:00:00,2025-03-31 07:00:00,2036-05-05 07:00:00,ACTIVE,C14,,
public_queue,active,2185,GATEWAY ENERGY STORAGE 2,SDGE,SDGE,Otay Mesa Switchyard 230 kV,SAN DIEGO,CA,storage,256.29,,,,,250.0,2021-04-15,2021-04-15 07:00:00,2024-06-01 07:00:00,2035-02-05 08:00:00,ACTIVE,C14,,
public_queue,active,2186,SANDBAR ENERGY STORAGE,SDGE,SDGE,San Luis Rey Substation 230 kV,SAN DIEGO,CA,storage,256.0,,,,,250.0,2021-04-15,2021-04-15 07:00:00,2025-06-01 07:00:00,2030-02-05 08:00:00,ACTIVE,C14,,
public_queue,active,2188,GERANIUM ENERGY STORAGE,SDGE,SDGE,Miguel Substation 69 kV,SAN DIEGO,CA,storage,51.4,,,,,50.0,2021-04-15,2021-04-15 07:00:00,2023-12-31 08:00:00,2029-02-05 08:00:00,ACTIVE,C14,,
public_queue,active,2192,PAJARO VALLEY STORAGE,SDGE,SDGE,Salt Creek Substation 69 kV,SAN DIEGO,CA,storage,102.04,,,,,100.0,2021-04-13,2021-04-15 07:00:00,2024-09-01 07:00:00,2030-03-05 08:00:00,ACTIVE,C14,,
public_queue,active,,,,,,,,,,,,,,,,,,,,,,
public_queue,active,,,,,,,,,,,,,,,,,,,,,,
public_queue,active,,,,,,,,,,,,,,,,,,,,,,
public_queue,active,,,,,,,,,,,,,,,,,,,,,,
public_queue,active,,,,,,,,,,,,,,,,,,,,,,
public_queue,active,,,,,,,,,,,,,,,,,,,,,,
public_queue,active,,,,,,,,,,,,,,,,,,,,,,
public_queue,active,,The contents of these pages are subject to change without notice.  Decisions based on information contained within the California ISO's web site are the visitor's sole responsibility.,,,,,,,,,,,,,,,,,,,,
public_queue,completed,1A,OTAY MESA GENERATING PROJECT,SDGE,,Otay Mesa Switchyard 230 kV,SAN DIEGO,CA,Natural Gas,550.0,,,,,550.0,1999-11-01,1999-11-01 08:00:00,2002-03-01 08:00:00,2009-10-02 07:00:00,COMPLETED,Pre- Amend. 39,,
public_queue,completed,2,GATEWAY GENERATING FACILITY (FKA CONTRA COSTA POWER PLANT PROJECT),PGAE,,Contra Costa Power Plant 230 kV bus,CONTRA COSTA,CA,Natural Gas,590.0,,,,,590.0,1999-08-10,2000-02-03 08:00:00,2007-11-28 08:00:00,2009-01-06 08:00:00,COMPLETED,Pre- Amend. 39,,
public_queue,completed,3,CPV SENTINEL (FKA INTERGEN OCOTILLO),SCE,Eastern,Devers Substation 230kV Bus,RIVERSIDE,CA,Natural Gas,850.0,Battery,16.0,,,850.0,2000-04-21,2000-06-14 07:00:00,2004-01-01 08:00:00,2013-06-01 07:00:00,COMPLETED,Serial LGIP,,
public_queue,completed,4,PALOMAR ENERGY PROJECT,SDGE,,Palomar Energy Switchyard 230 kV,SAN DIEGO,CA,Natural Gas,521.0,,,,,521.0,2000-08-08,2000-08-08 07:00:00,2001-06-01 07:00:00,2005-10-14 07:00:00,COMPLETED,Pre- Amend. 39,,
public_queue,completed,7,NRG EL SEGUNDO - TOT041,SCE,Metro,El Segundo 220 kV Bus,LOS ANGELES,CA,Natural Gas,570.0,,,,,570.0,2000-08-16,2000-10-06 07:00:00,2009-08-01 07:00:00,2013-07-10 07:00:00,COMPLETED,Pre- Amend. 39,,
public_queue,completed,11A,BLYTHE ENERGY PROJECT PHASE I,SCE,Northern,Julian Hinds Substation 230kV,RIVERSIDE,CA,Natural Gas,520.0,,,,,520.0,2002-07-26,2002-07-26 07:00:00,2005-06-01 07:00:00,2010-07-31 07:00:00,COMPLETED,,,
public_queue,completed,12,SHILOH I WIND PROJECT,PGAE,,Birds Landing Sub 230kV Bus,SOLANO,CA,Wind Turbine,150.0,,,,,150.0,2002-12-16,2002-12-16 08:00:00,2005-10-31 08:00:00,2006-03-30 08:00:00,COMPLETED,AMEND 39,,
public_queue,completed,13,LAKE HODGES PUMPED STORAGE PROJECT,SDGE,,Lake Hodges Metering Switchyard 69 kV,SAN DIEGO,CA,Water,40.0,,,,,40.0,2003-01-03,2003-01-03 08:00:00,2007-07-01 07:00:00,2012-08-26 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,14,OTAY MESA,SDGE,,Otay Mesa Switchyard 230 kV,SAN DIEGO,CA,Natural Gas,65.0,,,,,65.0,2003-01-07,2003-01-07 08:00:00,2004-12-31 08:00:00,2009-10-02 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,19,KUMEYAAY/CAMPO WIND FARM,SDGE,,Crestwood Substation 69 kV,SAN DIEGO,CA,Wind Turbine,46.0,,,,,46.0,2003-06-04,2003-06-18 07:00:00,2005-12-31 08:00:00,2005-09-30 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,20,MANZANA WIND,SCE,Northern,Whirlwind 220kV,KERN,CA,Other,189.0,,,,,189.0,2003-08-19,2003-09-04 07:00:00,2006-12-31 08:00:00,2018-11-14 08:00:00,COMPLETED,AMEND 39,,
public_queue,completed,21,BUENA VISTA REPOWER,PGAE,,Windmaster/Buena Vista Sub,CONTRA COSTA,CA,Wind Turbine,37.5499992370605,,,,,37.55,2003-10-03,2003-10-23 07:00:00,2004-07-01 07:00:00,2006-12-28 08:00:00,COMPLETED,AMEND 39,,
public_queue,completed,23,MOUNTAINVIEW POWER PROJECT,SCE,Eastern,San Bernadino 220+M127 kV,SAN BERNARDINO,CA,Natural Gas,72.0,,,,,72.0,2003-11-17,2003-11-24 08:00:00,2004-11-01 08:00:00,2005-10-01 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,24,SHILOH WIND FARM II,PGAE,,High Winds/Contra Costa PP,SOLANO,CA,Wind Turbine,150.0,,,,,150.0,2004-01-30,2004-01-30 08:00:00,2006-12-31 08:00:00,2009-01-26 08:00:00,COMPLETED,AMEND 39,,
public_queue,completed,33,TERRA-GEN DIXIE VALLEY EXPANSION (FKA CAITHNESS DIXIE VALLEY),SCE,,Bishop Control Substation 115 kV,CHURCHILL,NV,Geothermal,10.0,,,,,10.0,2004-07-09,2004-07-12 07:00:00,1988-07-14 07:00:00,2006-05-30 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,38,HUMBOLDT BAY POWER PLANT REPOWERING PROJECT,PGAE,,Humboldt Power Plant Substation,HUMBOLDT,CA,,146.399993896484,,,,,146.4,2004-10-19,2004-11-11 08:00:00,2008-08-01 07:00:00,2010-09-29 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,39,SHILOH III,PGAE,,Birds Landing Switching Station 230kV,SOLANO,CA,Wind Turbine,200.0,,,,,200.0,2004-11-11,2004-11-11 08:00:00,2008-12-31 08:00:00,2012-12-04 08:00:00,COMPLETED,AMEND 39,,
public_queue,completed,45,RUSSELL CITY ENERGY CENTER,PGAE,,Eastshore Substation 230kV,ALAMEDA,CA,,354.0,,,,,354.0,2004-12-01,2004-12-01 08:00:00,2006-07-31 07:00:00,2013-08-08 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,50,INLAND EMPIRE ENERGY CENTER,SCE,Eastern,SCE Valley Substation 500 kV,RIVERSIDE,CA,Natural Gas,810.0,,,,,810.0,2004-12-21,2004-12-21 08:00:00,2008-05-31 07:00:00,2010-06-07 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,51,FRESNO COGEN ICE UNIT,PGAE,,Kerman-Helm 70kV line,FRESNO,CA,,0.550000011920929,,,,,0.55,2004-12-20,2004-12-21 08:00:00,2005-04-30 07:00:00,2006-05-30 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,52,PANOCHE ENERGY CENTER,PGAE,,Panoche Substation,FRESNO,CA,Natural Gas,401.0,,,,,401.0,2004-12-01,2004-12-21 08:00:00,2008-06-30 07:00:00,2009-05-28 07:00:00,COMPLETED,Serial LGIP,,
public_queue,completed,57,CPV COLUSA,PGAE,,Between Cottonwood and Vaca-Dixon,COLUSA,CA,Natural Gas,715.0,,,,,715.0,2004-12-01,2005-02-08 08:00:00,2010-01-01 08:00:00,2010-12-22 08:00:00,COMPLETED,AMEND 39,,
public_queue,completed,66,WALNUT CREEK ENERGY PARK - PHASE 1,SCE,Metro,Walnut Substation 220kV,LOS ANGELES,CA,,500.5,,,,,500.5,2005-05-06,2005-05-06 07:00:00,2007-09-01 07:00:00,2013-03-21 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,67,RUSSELL CITY ENERGY CENTER EXPANSION,PGAE,,Eastshore Substation 230kV,ALAMEDA,CA,Natural Gas,245.0,,,,,245.0,2005-03-28,2005-05-09 07:00:00,2008-07-31 07:00:00,2013-08-08 07:00:00,COMPLETED,AMEND 39,,
public_queue,completed,70,OX MOUNTAIN LANDFILL GAS GENERATION,PGAE,,Hillsdale Junction-Half Moon Bay 60 kV line,SAN MATEO,CA,,12.6000003814697,,,,,12.6,2005-05-09,2005-06-14 07:00:00,2005-12-23 08:00:00,2009-03-31 07:00:00,COMPLETED,AMEND 39,,
